sottoarea,abitanti,min_distanza,densita,prodotto,data,giorno_della_settimana,giorno_del_mese,giorno_dell_anno,settimana_dell_anno,mese,anno,festivo,vendite
89,974074,2069,3,1,2016-02-10,3,10,41,7,2,2016,0,5
89,974074,2069,3,1,2016-02-11,4,11,42,7,2,2016,0,4
89,974074,2069,3,1,2016-02-12,5,12,43,7,2,2016,0,2
89,974074,2069,3,1,2016-02-13,6,13,44,7,2,2016,1,0
89,974074,2069,3,1,2016-02-14,7,14,45,8,2,2016,1,0
89,974074,2069,3,1,2016-02-15,1,15,46,8,2,2016,0,3
89,974074,2069,3,1,2016-02-16,2,16,47,8,2,2016,0,4
89,974074,2069,3,1,2016-02-17,3,17,48,8,2,2016,0,2
89,974074,2069,3,1,2016-02-18,4,18,49,8,2,2016,0,4
89,974074,2069,3,1,2016-02-19,5,19,50,8,2,2016,0,3
89,974074,2069,3,1,2016-02-20,6,20,51,8,2,2016,1,1
89,974074,2069,3,1,2016-02-21,7,21,52,9,2,2016,1,0
89,974074,2069,3,1,2016-02-22,1,22,53,9,2,2016,0,3
89,974074,2069,3,1,2016-02-23,2,23,54,9,2,2016,0,5
89,974074,2069,3,1,2016-02-24,3,24,55,9,2,2016,0,4
89,974074,2069,3,1,2016-02-25,4,25,56,9,2,2016,0,3
89,974074,2069,3,1,2016-02-26,5,26,57,9,2,2016,0,5
89,974074,2069,3,1,2016-02-27,6,27,58,9,2,2016,1,2
89,974074,2069,3,1,2016-02-28,7,28,59,10,2,2016,1,0
89,974074,2069,3,1,2016-02-29,1,29,60,10,2,2016,0,4
89,974074,2069,3,1,2016-03-01,2,1,61,10,3,2016,0,3
89,974074,2069,3,1,2016-03-02,3,2,62,10,3,2016,0,6
89,974074,2069,3,1,2016-03-03,4,3,63,10,3,2016,0,4
89,974074,2069,3,1,2016-03-04,5,4,64,10,3,2016,0,5
89,974074,2069,3,1,2016-03-05,6,5,65,10,3,2016,1,1
89,974074,2069,3,1,2016-03-06,7,6,66,11,3,2016,1,0
89,974074,2069,3,1,2016-03-07,1,7,67,11,3,2016,0,4
89,974074,2069,3,1,2016-03-08,2,8,68,11,3,2016,0,5
89,974074,2069,3,1,2016-03-09,3,9,69,11,3,2016,0,3
89,974074,2069,3,1,2016-03-10,4,10,70,11,3,2016,0,3
89,974074,2069,3,1,2016-03-11,5,11,71,11,3,2016,0,3
89,974074,2069,3,1,2016-03-12,6,12,72,11,3,2016,1,1
89,974074,2069,3,1,2016-03-13,7,13,73,12,3,2016,1,0
89,974074,2069,3,1,2016-03-14,1,14,74,12,3,2016,0,6
89,974074,2069,3,1,2016-03-15,2,15,75,12,3,2016,0,5
89,974074,2069,3,1,2016-03-16,3,16,76,12,3,2016,0,4
89,974074,2069,3,1,2016-03-17,4,17,77,12,3,2016,0,4
89,974074,2069,3,1,2016-03-18,5,18,78,12,3,2016,0,3
89,974074,2069,3,1,2016-03-19,6,19,79,12,3,2016,1,1
89,974074,2069,3,1,2016-03-20,7,20,80,13,3,2016,1,0
89,974074,2069,3,1,2016-03-21,1,21,81,13,3,2016,0,3
89,974074,2069,3,1,2016-03-22,2,22,82,13,3,2016,0,1
89,974074,2069,3,1,2016-03-23,3,23,83,13,3,2016,0,3
89,974074,2069,3,1,2016-03-24,4,24,84,13,3,2016,0,5
89,974074,2069,3,1,2016-03-25,5,25,85,13,3,2016,0,4
89,974074,2069,3,1,2016-03-26,6,26,86,13,3,2016,1,0
89,974074,2069,3,1,2016-03-27,7,27,87,14,3,2016,1,0
89,974074,2069,3,1,2016-03-28,1,28,88,14,3,2016,1,0
89,974074,2069,3,1,2016-03-29,2,29,89,14,3,2016,0,4
89,974074,2069,3,1,2016-03-30,3,30,90,14,3,2016,0,3
89,974074,2069,3,1,2016-03-31,4,31,91,14,3,2016,0,4
89,974074,2069,3,1,2016-04-01,5,1,92,14,4,2016,0,5
89,974074,2069,3,1,2016-04-02,6,2,93,14,4,2016,1,1
89,974074,2069,3,1,2016-04-03,7,3,94,15,4,2016,1,1
89,974074,2069,3,1,2016-04-04,1,4,95,15,4,2016,0,5
89,974074,2069,3,1,2016-04-05,2,5,96,15,4,2016,0,3
89,974074,2069,3,1,2016-04-06,3,6,97,15,4,2016,0,4
89,974074,2069,3,1,2016-04-07,4,7,98,15,4,2016,0,3
89,974074,2069,3,1,2016-04-08,5,8,99,15,4,2016,0,3
89,974074,2069,3,1,2016-04-09,6,9,100,15,4,2016,1,1
89,974074,2069,3,1,2016-04-10,7,10,101,16,4,2016,1,0
89,974074,2069,3,1,2016-04-11,1,11,102,16,4,2016,0,4
89,974074,2069,3,1,2016-04-12,2,12,103,16,4,2016,0,5
89,974074,2069,3,1,2016-04-13,3,13,104,16,4,2016,0,4
89,974074,2069,3,1,2016-04-14,4,14,105,16,4,2016,0,4
89,974074,2069,3,1,2016-04-15,5,15,106,16,4,2016,0,6
89,974074,2069,3,1,2016-04-16,6,16,107,16,4,2016,1,2
89,974074,2069,3,1,2016-04-17,7,17,108,17,4,2016,1,0
89,974074,2069,3,1,2016-04-18,1,18,109,17,4,2016,0,4
89,974074,2069,3,1,2016-04-19,2,19,110,17,4,2016,0,3
89,974074,2069,3,1,2016-04-20,3,20,111,17,4,2016,0,2
89,974074,2069,3,1,2016-04-21,4,21,112,17,4,2016,0,2
89,974074,2069,3,1,2016-04-22,5,22,113,17,4,2016,0,2
89,974074,2069,3,1,2016-04-23,6,23,114,17,4,2016,1,1
89,974074,2069,3,1,2016-04-24,7,24,115,18,4,2016,1,0
89,974074,2069,3,1,2016-04-25,1,25,116,18,4,2016,1,1
89,974074,2069,3,1,2016-04-26,2,26,117,18,4,2016,0,3
89,974074,2069,3,1,2016-04-27,3,27,118,18,4,2016,0,5
89,974074,2069,3,1,2016-04-28,4,28,119,18,4,2016,0,3
89,974074,2069,3,1,2016-04-29,5,29,120,18,4,2016,0,4
89,974074,2069,3,1,2016-04-30,6,30,121,18,4,2016,1,2
89,974074,2069,3,1,2016-05-01,7,1,122,19,5,2016,1,0
89,974074,2069,3,1,2016-05-02,1,2,123,19,5,2016,0,2
89,974074,2069,3,1,2016-05-03,2,3,124,19,5,2016,0,2
89,974074,2069,3,1,2016-05-04,3,4,125,19,5,2016,0,3
89,974074,2069,3,1,2016-05-05,4,5,126,19,5,2016,0,3
89,974074,2069,3,1,2016-05-06,5,6,127,19,5,2016,0,3
89,974074,2069,3,1,2016-05-07,6,7,128,19,5,2016,1,1
89,974074,2069,3,1,2016-05-08,7,8,129,20,5,2016,1,0
89,974074,2069,3,1,2016-05-09,1,9,130,20,5,2016,0,4
89,974074,2069,3,1,2016-05-10,2,10,131,20,5,2016,0,1
89,974074,2069,3,1,2016-05-11,3,11,132,20,5,2016,0,4
89,974074,2069,3,1,2016-05-12,4,12,133,20,5,2016,0,5
89,974074,2069,3,1,2016-05-13,5,13,134,20,5,2016,0,3
89,974074,2069,3,1,2016-05-14,6,14,135,20,5,2016,1,0
89,974074,2069,3,1,2016-05-15,7,15,136,21,5,2016,1,1
89,974074,2069,3,1,2016-05-16,1,16,137,21,5,2016,0,4
89,974074,2069,3,1,2016-05-17,2,17,138,21,5,2016,0,4
89,974074,2069,3,1,2016-05-18,3,18,139,21,5,2016,0,4
89,974074,2069,3,1,2016-05-19,4,19,140,21,5,2016,0,2
